2019-09-26 05:52:58, [0.0, 0.01, 0.03, 399.93, 151.69, 52.07, 6.54, 0.0, 0.0]
2019-09-26 05:57:58, [0.0, 0.0, 0.0, 247.49, 95.93, 34.46, 1.66, 0.0, 0.0]
2019-09-26 06:02:57, [13.09, 17.67, 20.69, 2627.7, 982.28, 325.77, 17.85, 0.3, 0.0]
2019-09-26 06:07:58, [22.01, 29.68, 34.97, 4005.22, 1547.66, 546.73, 35.81, 1.12, 0.0]
2019-09-26 06:12:58, [5.34, 8.27, 10.59, 1360.83, 523.32, 183.51, 12.74, 0.0, 0.0]
2019-09-26 06:17:58, [0.23, 0.76, 1.15, 392.41, 148.99, 51.28, 3.61, 0.0, 0.0]
2019-09-26 06:22:58, [0.0, 0.0, 0.0, 165.77, 62.12, 20.98, 0.1, 0.0, 0.0]
2019-09-26 06:27:57, [0.0, 0.0, 0.0, 151.3, 56.6, 19.19, 0.16, 0.0, 0.0]
2019-09-26 06:32:58, [0.0, 0.0, 0.0, 137.73, 53.89, 19.79, 0.1, 0.0, 0.0]
2019-09-26 06:37:58, [0.0, 0.0, 0.0, 125.37, 49.34, 18.4, 0.07, 0.0, 0.0]
2019-09-26 06:42:57, [0.0, 0.0, 0.0, 125.62, 48.95, 17.85, 0.04, 0.0, 0.0]
2019-09-26 06:47:58, [0.0, 0.0, 0.0, 147.22, 53.66, 17.27, 0.0, 0.0, 0.0]
2019-09-26 06:52:58, [0.39, 1.75, 2.35, 535.12, 215.09, 81.66, 3.35, 0.0, 0.0]
2019-09-26 06:57:57, [0.17, 1.7, 2.68, 586.01, 239.42, 93.28, 9.55, 0.34, 0.0]
2019-09-26 07:02:58, [0.0, 0.54, 0.76, 415.19, 160.93, 57.49, 4.5, 0.0, 0.0]
2019-09-26 07:07:58, [0.0, 0.04, 0.08, 368.44, 139.31, 47.56, 4.75, 0.0, 0.0]
2019-09-26 07:12:57, [0.0, 0.53, 0.86, 464.8, 170.19, 54.32, 3.18, 0.0, 0.0]
2019-09-26 07:17:58, [0.0, 0.0, 0.0, 294.08, 111.25, 38.16, 1.72, 0.0, 0.0]
2019-09-26 07:22:57, [0.0, 0.0, 0.0, 185.86, 74.77, 28.68, 0.39, 0.0, 0.0]
2019-09-26 07:27:58, [0.0, 0.0, 0.0, 129.45, 53.77, 21.83, 0.28, 0.0, 0.0]
2019-09-26 07:32:58, [0.0, 0.0, 0.0, 117.18, 47.57, 18.63, 0.0, 0.0, 0.0]
2019-09-26 07:37:58, [0.0, 0.0, 0.0, 91.74, 38.21, 15.63, 0.0, 0.0, 0.0]
2019-09-26 07:42:58, [0.0, 0.0, 0.0, 69.93, 28.86, 11.74, 0.0, 0.0, 0.0]
2019-09-26 07:47:57, [0.0, 0.0, 0.0, 96.37, 33.18, 9.51, 0.0, 0.0, 0.0]
2019-09-26 07:52:58, [0.0, 0.0, 0.0, 88.91, 33.7, 11.83, 0.0, 0.0, 0.0]
2019-09-26 07:57:57, [0.04, 0.68, 1.04, 376.79, 140.98, 47.16, 2.17, 0.0, 0.0]
2019-09-26 08:02:58, [1.1, 3.16, 4.57, 742.96, 303.15, 117.77, 8.92, 0.0, 0.0]
2019-09-26 08:07:58, [1.08, 3.28, 4.81, 692.08, 287.42, 114.77, 9.46, 0.0, 0.0]
2019-09-26 08:12:58, [0.03, 1.34, 2.18, 529.96, 208.84, 76.73, 8.51, 0.0, 0.0]
2019-09-26 08:17:58, [0.66, 2.21, 3.24, 627.81, 254.26, 97.67, 9.75, 0.0, 0.0]
2019-09-26 08:22:58, [0.29, 1.36, 2.32, 518.34, 203.0, 73.79, 8.0, 0.0, 0.0]
2019-09-26 08:27:57, [0.0, 0.22, 0.36, 360.14, 138.23, 48.55, 2.86, 0.0, 0.0]
2019-09-26 08:32:58, [0.0, 0.0, 0.0, 201.6, 75.84, 25.85, 0.74, 0.0, 0.0]
2019-09-26 08:37:57, [0.0, 0.0, 0.0, 91.92, 37.54, 14.99, 0.0, 0.0, 0.0]
2019-09-26 08:42:58, [0.0, 0.0, 0.0, 302.98, 106.51, 31.15, 0.0, 0.0, 0.0]
2019-09-26 08:47:57, [0.0, 0.0, 0.0, 183.67, 68.01, 22.5, 0.0, 0.0, 0.0]
2019-09-26 08:52:58, [0.0, 0.0, 0.0, 130.78, 47.67, 15.41, 0.0, 0.0, 0.0]
2019-09-26 08:57:57, [0.0, 0.0, 0.0, 114.24, 40.47, 12.3, 0.0, 0.0, 0.0]
2019-09-26 09:02:58, [0.0, 0.0, 0.0, 132.45, 50.33, 17.59, 0.0, 0.0, 0.0]
2019-09-26 09:07:57, [0.0, 0.0, 0.0, 166.3, 61.07, 19.91, 0.05, 0.0, 0.0]
2019-09-26 09:12:58, [0.0, 0.0, 0.0, 174.74, 64.57, 21.24, 0.0, 0.0, 0.0]
2019-09-26 09:17:58, [0.0, 0.0, 0.0, 190.17, 65.62, 18.43, 0.0, 0.0, 0.0]
2019-09-26 09:22:58, [0.0, 0.0, 0.0, 142.32, 53.04, 17.82, 0.0, 0.0, 0.0]
2019-09-26 09:27:58, [0.0, 0.0, 0.0, 102.84, 36.67, 11.36, 0.0, 0.0, 0.0]
2019-09-26 09:32:58, [0.0, 0.0, 0.0, 116.73, 42.44, 13.65, 0.0, 0.0, 0.0]
2019-09-26 09:37:58, [0.0, 0.0, 0.0, 156.01, 58.69, 20.1, 0.0, 0.0, 0.0]
2019-09-26 09:42:57, [0.0, 0.0, 0.0, 162.59, 60.52, 20.25, 0.0, 0.0, 0.0]
2019-09-26 09:47:58, [0.0, 0.0, 0.0, 162.49, 59.93, 19.72, 0.0, 0.0, 0.0]
2019-09-26 09:52:57, [0.0, 0.0, 0.0, 211.59, 74.77, 22.25, 0.0, 0.0, 0.0]
2019-09-26 09:57:58, [0.0, 0.0, 0.0, 217.09, 81.55, 27.64, 0.18, 0.0, 0.0]
2019-09-26 10:02:57, [0.0, 0.0, 0.0, 200.16, 72.17, 22.53, 0.12, 0.0, 0.0]
2019-09-26 10:07:58, [0.0, 0.0, 0.0, 166.0, 60.85, 19.71, 0.05, 0.0, 0.0]
2019-09-26 10:12:58, [0.0, 0.0, 0.0, 148.37, 53.74, 16.98, 0.0, 0.0, 0.0]
2019-09-26 10:17:58, [0.0, 0.0, 0.0, 152.51, 57.76, 20.03, 0.0, 0.0, 0.0]
2019-09-26 10:22:58, [0.0, 0.0, 0.0, 165.58, 62.43, 21.41, 0.0, 0.0, 0.0]
2019-09-26 10:27:57, [0.0, 0.0, 0.0, 169.45, 63.24, 21.2, 0.0, 0.0, 0.0]
2019-09-26 10:32:58, [0.0, 0.0, 0.0, 161.65, 61.46, 21.36, 0.0, 0.0, 0.0]
2019-09-26 10:37:58, [0.0, 0.0, 0.0, 143.82, 52.04, 16.46, 0.11, 0.0, 0.0]
2019-09-26 10:42:57, [0.0, 0.0, 0.0, 161.17, 59.0, 19.11, 0.44, 0.0, 0.0]
2019-09-26 10:47:58, [0.0, 0.0, 0.0, 162.26, 61.38, 21.18, 0.02, 0.0, 0.0]
2019-09-26 10:52:57, [0.0, 0.0, 0.0, 133.96, 51.25, 18.15, 0.0, 0.0, 0.0]
2019-09-26 10:57:58, [0.0, 0.0, 0.0, 97.42, 37.57, 13.61, 0.0, 0.0, 0.0]
2019-09-26 11:02:58, [0.0, 0.0, 0.0, 126.12, 49.24, 18.14, 0.02, 0.0, 0.0]
2019-09-26 11:07:57, [0.0, 0.0, 0.0, 104.71, 40.04, 14.23, 0.0, 0.0, 0.0]
2019-09-26 11:12:58, [0.0, 0.0, 0.0, 113.47, 44.89, 16.89, 0.0, 0.0, 0.0]
2019-09-26 11:17:58, [0.0, 0.0, 0.0, 109.88, 38.76, 11.67, 0.0, 0.0, 0.0]
2019-09-26 11:22:57, [0.0, 0.0, 0.0, 111.35, 42.18, 14.72, 0.0, 0.0, 0.0]
2019-09-26 11:27:58, [0.0, 0.0, 0.0, 105.46, 39.42, 13.44, 0.0, 0.0, 0.0]
2019-09-26 11:32:57, [0.0, 0.0, 0.0, 111.32, 44.13, 16.73, 0.0, 0.0, 0.0]
2019-09-26 11:37:58, [0.0, 0.0, 0.0, 99.36, 36.02, 11.58, 0.0, 0.0, 0.0]
2019-09-26 11:42:58, [0.0, 0.0, 0.0, 103.58, 38.08, 12.53, 0.0, 0.0, 0.0]
2019-09-26 11:47:57, [0.0, 0.0, 0.0, 102.46, 40.28, 14.97, 0.0, 0.0, 0.0]
2019-09-26 11:52:58, [0.0, 0.0, 0.0, 100.7, 37.75, 12.96, 0.0, 0.0, 0.0]
2019-09-26 11:57:58, [0.0, 0.0, 0.0, 101.07, 35.41, 10.57, 0.0, 0.0, 0.0]
2019-09-26 12:02:58, [0.0, 0.0, 0.0, 79.23, 28.53, 9.1, 0.0, 0.0, 0.0]
2019-09-26 12:07:58, [0.0, 0.0, 0.0, 103.63, 36.15, 10.64, 0.05, 0.0, 0.0]
2019-09-26 12:12:57, [0.0, 0.0, 0.0, 94.99, 32.32, 9.0, 0.0, 0.0, 0.0]
2019-09-26 12:17:58, [0.0, 0.0, 0.0, 102.42, 34.97, 9.8, 0.0, 0.0, 0.0]
2019-09-26 12:22:57, [0.0, 0.0, 0.0, 92.26, 32.81, 10.12, 0.0, 0.0, 0.0]
2019-09-26 12:27:58, [0.0, 0.0, 0.0, 110.63, 44.07, 16.76, 0.0, 0.0, 0.0]
2019-09-26 12:32:58, [0.0, 0.0, 0.0, 135.3, 55.88, 22.41, 0.58, 0.0, 0.0]
2019-09-26 12:37:57, [0.0, 0.0, 0.0, 117.24, 47.67, 18.75, 0.08, 0.0, 0.0]
2019-09-26 12:42:58, [0.0, 0.0, 0.0, 138.81, 53.97, 19.65, 0.12, 0.0, 0.0]
2019-09-26 12:47:58, [0.0, 0.0, 0.0, 101.92, 40.99, 15.97, 0.0, 0.0, 0.0]
2019-09-26 12:52:58, [0.0, 0.0, 0.0, 92.46, 36.86, 14.04, 0.03, 0.0, 0.0]
2019-09-26 12:57:58, [0.0, 0.0, 0.0, 95.67, 33.36, 9.89, 0.0, 0.0, 0.0]
2019-09-26 13:02:57, [0.0, 0.0, 0.0, 120.37, 45.79, 16.09, 0.0, 0.0, 0.0]
2019-09-26 13:07:58, [0.0, 0.0, 0.0, 148.13, 60.14, 23.47, 0.26, 0.0, 0.0]
2019-09-26 13:12:58, [0.0, 0.0, 0.0, 130.8, 51.68, 19.43, 0.19, 0.0, 0.0]
2019-09-26 13:17:58, [0.0, 0.0, 0.0, 134.77, 51.75, 18.41, 0.02, 0.0, 0.0]
2019-09-26 13:22:58, [0.0, 0.0, 0.0, 147.63, 59.85, 23.3, 0.46, 0.0, 0.0]
2019-09-26 13:27:57, [0.0, 0.0, 0.0, 127.81, 48.34, 16.73, 0.0, 0.0, 0.0]
2019-09-26 13:32:58, [0.0, 0.0, 0.0, 152.95, 58.3, 20.4, 0.04, 0.0, 0.0]
2019-09-26 13:37:57, [0.0, 0.0, 0.0, 156.44, 58.71, 19.98, 0.54, 0.0, 0.0]
2019-09-26 13:42:58, [0.0, 0.0, 0.0, 148.17, 53.81, 17.17, 0.04, 0.0, 0.0]
2019-09-26 13:47:58, [0.0, 0.0, 0.0, 156.23, 58.8, 20.18, 0.55, 0.0, 0.0]
2019-09-26 13:52:57, [0.0, 0.0, 0.0, 133.14, 47.58, 14.69, 0.25, 0.0, 0.0]
2019-09-26 13:57:58, [0.0, 0.0, 0.0, 119.69, 46.66, 17.19, 0.0, 0.0, 0.0]
2019-09-26 14:02:58, [0.0, 0.0, 0.0, 120.48, 43.27, 13.53, 0.0, 0.0, 0.0]
