2019-10-24 10:03:16, [28.82, 999.55, 30.85]
2019-10-24 10:08:16, [28.77, 999.6, 28.93]
2019-10-24 10:13:16, [28.67, 999.63, 28.99]
2019-10-24 10:18:16, [28.54, 999.62, 29.8]
2019-10-24 10:23:16, [28.4, 999.62, 25.43]
2019-10-24 10:28:16, [28.59, 999.68, 22.5]
2019-10-24 10:33:16, [28.99, 999.7, 20.83]
2019-10-24 10:38:16, [29.32, 999.7, 19.74]
2019-10-24 10:43:16, [29.57, 999.65, 19.0]
2019-10-24 10:48:16, [29.74, 999.6, 18.48]
2019-10-24 10:53:16, [29.73, 999.64, 18.36]
2019-10-24 10:58:16, [29.63, 999.7, 23.17]
2019-10-24 11:03:16, [28.98, 999.75, 27.75]
2019-10-24 11:08:16, [28.49, 999.75, 28.23]
2019-10-24 11:13:16, [28.23, 999.78, 28.46]
2019-10-24 11:18:16, [28.04, 999.8, 28.67]
2019-10-24 11:23:16, [27.85, 999.83, 27.61]
2019-10-24 11:28:16, [27.76, 999.8, 25.61]
2019-10-24 11:33:16, [27.72, 999.75, 24.35]
2019-10-24 11:38:16, [27.62, 999.7, 22.71]
2019-10-24 11:43:16, [27.57, 999.66, 20.59]
2019-10-24 11:48:16, [27.7, 999.63, 19.68]
2019-10-24 11:53:16, [27.87, 999.61, 18.64]
2019-10-24 11:58:16, [28.18, 999.59, 18.08]
2019-10-24 12:03:16, [28.29, 999.6, 19.98]
2019-10-24 12:08:16, [28.0, 999.62, 25.77]
2019-10-24 12:13:16, [27.53, 999.63, 29.71]
2019-10-24 12:18:16, [27.16, 999.62, 30.55]
2019-10-24 12:23:16, [26.91, 999.59, 31.32]
2019-10-24 12:28:16, [26.66, 999.6, 31.58]
2019-10-24 12:33:16, [26.51, 999.62, 30.14]
2019-10-24 12:38:16, [26.47, 999.64, 25.56]
2019-10-24 12:43:16, [26.48, 999.71, 20.54]
2019-10-24 12:48:16, [26.56, 999.73, 19.34]
2019-10-24 12:53:16, [26.73, 999.73, 18.2]
2019-10-24 12:58:16, [26.99, 999.69, 17.28]
2019-10-24 13:03:16, [27.18, 999.7, 16.83]
2019-10-24 13:08:16, [27.33, 999.71, 16.26]
2019-10-24 13:13:16, [27.62, 999.72, 15.62]
2019-10-24 13:18:16, [27.82, 999.74, 15.62]
2019-10-24 13:23:16, [27.72, 999.74, 16.01]
2019-10-24 13:28:16, [27.54, 999.8, 16.26]
2019-10-24 13:33:16, [27.39, 999.9, 16.33]
2019-10-24 13:38:16, [27.2, 999.93, 16.46]
2019-10-24 13:43:16, [27.18, 999.92, 15.92]
2019-10-24 13:48:16, [27.31, 999.96, 15.3]
2019-10-24 13:53:16, [27.51, 999.97, 15.05]
2019-10-24 13:58:16, [27.62, 999.94, 14.42]
2019-10-24 14:03:16, [28.08, 999.96, 13.15]
2019-10-24 14:08:16, [28.55, 1000.04, 12.67]
2019-10-24 14:13:16, [28.75, 1000.08, 12.39]
2019-10-24 14:18:16, [28.83, 1000.15, 12.34]
2019-10-24 14:23:16, [28.81, 1000.16, 12.71]
2019-10-24 14:28:16, [28.8, 1000.12, 12.44]
2019-10-24 14:33:16, [28.95, 1000.14, 11.85]
2019-10-24 14:38:16, [29.1, 1000.14, 11.65]
2019-10-24 14:43:16, [29.15, 1000.1, 11.55]
2019-10-24 14:48:16, [29.16, 1000.09, 11.44]
2019-10-24 14:53:16, [29.22, 1000.12, 11.26]
