2019-10-24 10:03:15, [435.79, 1.54]
2019-10-24 10:08:15, [437.82, 1.56]
2019-10-24 10:13:15, [447.1, 1.54]
2019-10-24 10:18:15, [430.48, 1.44]
2019-10-24 10:23:15, [428.41, 1.56]
2019-10-24 10:28:15, [419.97, 1.5]
2019-10-24 10:33:15, [419.4, 1.56]
2019-10-24 10:38:15, [417.24, 1.48]
2019-10-24 10:43:15, [419.61, 1.53]
2019-10-24 10:48:15, [397.19, 1.55]
2019-10-24 10:53:15, [398.07, 1.54]
2019-10-24 10:58:15, [409.92, 1.51]
2019-10-24 11:03:15, [435.74, 1.49]
2019-10-24 11:08:15, [433.61, 1.54]
2019-10-24 11:13:15, [427.23, 1.49]
2019-10-24 11:18:15, [445.06, 1.5]
2019-10-24 11:23:15, [442.67, 1.48]
2019-10-24 11:28:15, [433.94, 1.46]
2019-10-24 11:33:15, [414.65, 1.53]
2019-10-24 11:38:15, [405.34, 1.51]
2019-10-24 11:43:15, [386.27, 1.52]
2019-10-24 11:48:15, [384.28, 1.55]
2019-10-24 11:53:15, [380.73, 1.57]
2019-10-24 11:58:15, [381.85, 1.6]
2019-10-24 12:03:15, [382.59, 1.55]
2019-10-24 12:08:15, [418.68, 1.58]
2019-10-24 12:13:15, [449.06, 1.55]
2019-10-24 12:18:15, [454.7, 1.56]
2019-10-24 12:23:15, [467.66, 1.53]
2019-10-24 12:28:15, [465.74, 1.51]
2019-10-24 12:33:15, [457.98, 1.5]
2019-10-24 12:38:15, [439.49, 1.49]
2019-10-24 12:43:15, [424.89, 1.47]
2019-10-24 12:48:15, [394.25, 1.53]
2019-10-24 12:53:15, [388.62, 1.55]
2019-10-24 12:58:15, [391.93, 1.48]
2019-10-24 13:03:15, [387.1, 1.52]
2019-10-24 13:08:15, [376.57, 1.54]
2019-10-24 13:13:15, [378.45, 1.52]
2019-10-24 13:18:15, [382.56, 1.55]
2019-10-24 13:23:15, [377.0, 1.59]
2019-10-24 13:28:15, [374.22, 1.54]
2019-10-24 13:33:15, [377.81, 1.54]
2019-10-24 13:38:15, [378.28, 1.5]
2019-10-24 13:43:15, [378.1, 1.53]
2019-10-24 13:48:15, [375.06, 1.58]
2019-10-24 13:53:15, [374.97, 1.53]
2019-10-24 13:58:15, [374.19, 1.55]
2019-10-24 14:03:15, [374.21, 1.5]
2019-10-24 14:08:15, [376.47, 1.56]
2019-10-24 14:13:15, [375.8, 1.57]
2019-10-24 14:18:15, [381.36, 1.53]
2019-10-24 14:23:15, [380.6, 1.51]
2019-10-24 14:28:15, [374.07, 1.54]
2019-10-24 14:33:15, [374.06, 1.55]
2019-10-24 14:38:15, [373.87, 1.53]
2019-10-24 14:43:15, [374.02, 1.51]
2019-10-24 14:48:15, [373.75, 1.51]
2019-10-24 14:53:15, [373.74, 1.5]
2019-10-24 14:58:15, [373.66, 1.56]
2019-10-24 15:03:15, [373.8, 1.53]
2019-10-24 15:08:15, [373.87, 1.5]
2019-10-24 15:13:15, [373.78, 1.53]
2019-10-24 15:18:15, [373.61, 1.51]
2019-10-24 15:23:15, [373.71, 1.55]
2019-10-24 15:28:15, [373.7, 1.49]
2019-10-24 15:33:15, [373.86, 1.54]
2019-10-24 15:38:15, [373.97, 1.57]
2019-10-24 15:43:15, [373.91, 1.53]
2019-10-24 15:48:15, [373.99, 1.51]
2019-10-24 15:53:15, [373.8, 1.47]
2019-10-24 15:58:15, [373.84, 1.48]
2019-10-24 16:03:15, [373.91, 1.51]
2019-10-24 16:08:15, [373.97, 1.49]
2019-10-24 16:13:15, [373.99, 1.55]
2019-10-24 16:18:15, [374.03, 1.52]
2019-10-24 16:23:15, [373.99, 1.55]
2019-10-24 16:28:15, [373.87, 1.51]
2019-10-24 16:33:15, [374.07, 1.54]
2019-10-24 16:38:15, [373.88, 1.56]
2019-10-24 16:43:15, [373.96, 1.59]
2019-10-24 16:48:15, [374.0, 1.55]
2019-10-24 16:53:15, [373.93, 1.55]
2019-10-24 16:58:15, [373.92, 1.49]
2019-10-24 17:03:15, [373.94, 1.5]
2019-10-24 17:08:15, [373.92, 1.54]
2019-10-24 17:13:15, [373.84, 1.54]
2019-10-24 17:18:15, [373.8, 1.52]
2019-10-24 17:23:15, [373.91, 1.53]
2019-10-24 17:28:15, [373.96, 1.53]
2019-10-24 17:33:15, [373.94, 1.47]
2019-10-24 17:38:15, [373.96, 1.5]
2019-10-24 17:43:15, [373.89, 1.5]
2019-10-24 17:48:15, [373.77, 1.55]
2019-10-24 17:53:15, [373.84, 1.53]
2019-10-24 17:58:15, [373.88, 1.59]
2019-10-24 18:03:15, [373.78, 1.51]
